Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Net Revenue per Item
Fair Trade Gifts,4,48.0,0.0,0.0,48.0,12.0
Music,2,48.0,0.0,0.0,48.0,24.0
Jewelry,1,48.0,0.0,0.0,48.0,48.0
Accessories,1,48.0,0.0,0.0,48.0,48.0
Accessories,1,48.0,0.0,0.0,48.0,48.0
Jewelry,2,48.0,0.0,0.0,48.0,24.0
Basket,3,48.0,0.0,0.0,48.0,16.0
Jewelry,1,48.0,0.0,0.0,48.0,48.0
Basket,1,48.0,0.0,0.0,48.0,48.0
Basket,1,48.0,0.0,0.0,48.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0,48.0
Basket,1,48.0,0.0,0.0,48.0,48.0
Basket,1,48.0,0.0,0.0,48.0,48.0
Music,2,48.0,0.0,0.0,48.0,24.0
Jewelry,1,48.0,0.0,0.0,48.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0,48.0
Art & Sculpture,2,48.0,0.0,0.0,48.0,24.0
Jewelry,1,48.0,0.0,0.0,48.0,48.0
Basket,1,48.0,0.0,0.0,48.0,48.0
Kitchen,1,48.0,0.0,0.0,48.0,48.0
Jewelry,2,48.0,0.0,0.0,48.0,24.0
Basket,1,48.0,0.0,0.0,48.0,48.0
Basket,1,48.0,0.0,0.0,48.0,48.0
Christmas,2,48.0,0.0,0.0,48.0,24.0
Basket,1,48.0,-1.19,0.0,46.81,46.81
Fair Trade Gifts,2,52.0,-5.2,0.0,46.8,23.4
Basket,1,58.0,-11.6,0.0,46.4,46.4
Basket,1,58.0,-11.6,0.0,46.4,46.4
Accessories,1,58.0,-11.6,0.0,46.4,46.4
Furniture,1,46.0,0.0,0.0,46.0,46.0
Soapstone,2,46.0,0.0,0.0,46.0,23.0
Basket,1,46.0,0.0,0.0,46.0,46.0
Textiles,2,48.0,-2.4,0.0,45.6,22.8
Kitchen,2,50.0,-4.57,0.0,45.43,22.715
Art & Sculpture,3,45.0,0.0,0.0,45.0,15.0
Art & Sculpture,1,45.0,0.0,0.0,45.0,45.0
Art & Sculpture,1,45.0,0.0,0.0,45.0,45.0
Home Decor,1,45.0,0.0,0.0,45.0,45.0
Art & Sculpture,1,45.0,0.0,0.0,45.0,45.0
Jewelry,2,56.0,-11.2,0.0,44.8,22.4
Jewelry,2,56.0,-11.2,0.0,44.8,22.4
Music,3,46.0,-1.4,0.0,44.6,14.866666666666667
Basket,1,44.0,0.0,0.0,44.0,44.0
Accessories,1,44.0,0.0,0.0,44.0,44.0
Art & Sculpture,1,44.0,0.0,0.0,44.0,44.0
Art & Sculpture,1,44.0,0.0,0.0,44.0,44.0
Basket,1,44.0,0.0,0.0,44.0,44.0
Accessories,1,44.0,0.0,0.0,44.0,44.0
Basket,1,44.0,0.0,0.0,44.0,44.0
Kids,2,44.0,0.0,0.0,44.0,22.0
Kitchen,1,88.0,0.0,-44.0,44.0,44.0
Music,2,44.0,0.0,0.0,44.0,22.0
Christmas,1,44.0,0.0,0.0,44.0,44.0
Soapstone,2,44.0,0.0,0.0,44.0,22.0
Recycled Art,1,44.0,0.0,0.0,44.0,44.0
Basket,1,44.0,0.0,0.0,44.0,44.0
Art & Sculpture,2,44.0,0.0,0.0,44.0,22.0
Basket,1,44.0,0.0,0.0,44.0,44.0
Kitchen,2,44.0,0.0,0.0,44.0,22.0
Jewelry,2,44.0,0.0,0.0,44.0,22.0
Art & Sculpture,1,44.0,0.0,0.0,44.0,44.0
Art & Sculpture,2,44.0,0.0,0.0,44.0,22.0
Accessories,2,44.0,0.0,0.0,44.0,22.0
Kitchen,2,44.0,0.0,0.0,44.0,22.0
Kids,3,45.0,-1.36,0.0,43.64,14.546666666666667
Basket,1,48.0,-4.8,0.0,43.2,43.2
Art & Sculpture,2,48.0,-4.8,0.0,43.2,21.6
Kitchen,1,48.0,-4.8,0.0,43.2,43.2
Art & Sculpture,3,43.2,0.0,0.0,43.2,14.4
Fair Trade Gifts,1,48.0,-4.8,0.0,43.2,43.2
Basket,1,48.0,-4.8,0.0,43.2,43.2
Kitchen,1,96.0,-4.8,-48.0,43.2,43.2
Basket,1,48.0,-4.8,0.0,43.2,43.2
Jewelry,1,48.0,-4.8,0.0,43.2,43.2
Kitchen,4,48.0,-4.8,0.0,43.2,10.8
Basket,1,44.0,-1.08,0.0,42.92,42.92
Art & Sculpture,1,45.0,-2.5,0.0,42.5,42.5
Home Decor,1,42.0,0.0,0.0,42.0,42.0
Jewelry,1,42.0,0.0,0.0,42.0,42.0
,1,42.0,0.0,0.0,42.0,42.0
Basket,1,42.0,0.0,0.0,42.0,42.0
Kitchen,2,42.0,0.0,0.0,42.0,21.0
Basket,1,42.0,0.0,0.0,42.0,42.0
Art & Sculpture,1,42.0,0.0,0.0,42.0,42.0
Art & Sculpture,2,42.0,0.0,0.0,42.0,21.0
Art & Sculpture,1,42.0,0.0,0.0,42.0,42.0
Christmas,3,42.0,0.0,0.0,42.0,14.0
Jewelry,1,42.0,0.0,0.0,42.0,42.0
Accessories,1,42.0,0.0,0.0,42.0,42.0
Basket,1,42.0,0.0,0.0,42.0,42.0
Art & Sculpture,1,42.0,0.0,0.0,42.0,42.0
Jewelry,3,70.0,0.0,-28.0,42.0,14.0
Art & Sculpture,1,42.0,0.0,0.0,42.0,42.0
Art & Sculpture,2,44.0,-2.2,0.0,41.8,20.9
Art & Sculpture,2,44.0,-2.2,0.0,41.8,20.9
Home Decor,1,41.6,0.0,0.0,41.6,41.6
Basket,1,46.0,-4.6,0.0,41.4,41.4
Basket,1,92.0,-4.6,-46.0,41.4,41.4
Basket,1,46.0,-4.6,0.0,41.4,41.4
Basket,1,46.0,-4.6,0.0,41.4,41.4
Basket,1,46.0,-4.6,0.0,41.4,41.4
Art & Sculpture,1,45.0,-4.49,0.0,40.51,40.51
Art & Sculpture,1,45.0,-4.5,0.0,40.5,40.5
Art & Sculpture,1,45.0,-4.5,0.0,40.5,40.5
Home Decor,1,45.0,-4.51,0.0,40.49,40.49
Home Decor,2,40.0,0.0,0.0,40.0,20.0
Art & Sculpture,2,40.0,0.0,0.0,40.0,20.0
Kids,2,40.0,0.0,0.0,40.0,20.0
Art & Sculpture,2,44.0,-4.4,0.0,39.6,19.8
Jewelry,1,44.0,-4.4,0.0,39.6,39.6
Art & Sculpture,1,44.0,-4.4,0.0,39.6,39.6
Fair Trade Gifts,1,44.0,-4.4,0.0,39.6,39.6
Basket,1,44.0,-4.41,0.0,39.59,39.59
Kitchen,1,39.0,0.0,0.0,39.0,39.0
Kitchen,1,39.0,0.0,0.0,39.0,39.0
Home Decor,2,40.0,-1.9,0.0,38.1,19.05
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Recycled Art,1,38.0,0.0,0.0,38.0,38.0
Basket,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Home Decor,1,114.0,-7.6,-68.4,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0,38.0
Basket,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Home Decor,1,38.0,0.0,0.0,38.0,38.0
Basket,1,38.0,0.0,0.0,38.0,38.0
Music,1,38.0,0.0,0.0,38.0,38.0
Music,2,40.0,-2.0,0.0,38.0,19.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0,38.0
Home Decor,1,38.0,0.0,0.0,38.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0,38.0
Home Decor,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0,38.0
Furniture,1,38.0,0.0,0.0,38.0,38.0
Basket,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Kids,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0,38.0
Art & Sculpture,1,42.0,-4.19,0.0,37.81,37.81
Basket,1,42.0,-4.2,0.0,37.8,37.8
Home Decor,2,42.0,-4.2,0.0,37.8,18.9
Home Decor,1,42.0,-4.2,0.0,37.8,37.8
Basket,1,40.6,-4.06,0.0,36.54,36.54
Christmas,2,40.0,-3.88,0.0,36.12,18.06
Art & Sculpture,2,38.0,-1.9,0.0,36.1,18.05
Art & Sculpture,2,36.0,0.0,0.0,36.0,18.0
Christmas,2,36.0,0.0,0.0,36.0,18.0
Soapstone,2,36.0,0.0,0.0,36.0,18.0
Jewelry,2,36.0,0.0,0.0,36.0,18.0
Kitchen,2,36.0,0.0,0.0,36.0,18.0
Art & Sculpture,2,36.0,0.0,0.0,36.0,18.0
Soapstone,2,36.0,0.0,0.0,36.0,18.0
Kitchen,2,36.0,0.0,0.0,36.0,18.0
Christmas,2,36.0,0.0,0.0,36.0,18.0
Soapstone,1,36.0,0.0,0.0,36.0,36.0
Kitchen,1,36.0,0.0,0.0,36.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0,18.0
Fair Trade Gifts,2,36.0,0.0,0.0,36.0,18.0
Art & Sculpture,1,36.0,0.0,0.0,36.0,36.0
Fair Trade Gifts,1,36.0,0.0,0.0,36.0,36.0
Basket,1,48.0,-12.0,0.0,36.0,36.0
Christmas,2,36.0,0.0,0.0,36.0,18.0
Art & Sculpture,1,36.0,0.0,0.0,36.0,36.0
Kitchen,2,36.0,0.0,0.0,36.0,18.0
Art & Sculpture,2,36.0,0.0,0.0,36.0,18.0
Christmas,2,36.0,0.0,0.0,36.0,18.0
Kitchen,2,36.0,0.0,0.0,36.0,18.0
Art & Sculpture,2,36.0,0.0,0.0,36.0,18.0
Kitchen,2,36.0,0.0,0.0,36.0,18.0
Jewelry,3,36.0,0.0,0.0,36.0,12.0
Kitchen,1,36.0,0.0,0.0,36.0,36.0
Basket,1,69.75,0.0,-34.0,35.75,35.75
Basket,1,44.0,-8.8,0.0,35.2,35.2
Kitchen,1,39.0,-3.9,0.0,35.1,35.1
Art & Sculpture,2,36.0,-1.16,0.0,34.84,17.42
Music,2,37.0,-2.4,0.0,34.6,17.3
Art & Sculpture,2,36.0,-1.8,0.0,34.2,17.1
Kitchen,2,36.0,-1.8,0.0,34.2,17.1
Recycled Art,1,38.0,-3.8,0.0,34.2,34.2
Art & Sculpture,1,38.0,-3.8,0.0,34.2,34.2
Art & Sculpture,2,36.0,-1.8,0.0,34.2,17.1
Art & Sculpture,1,38.0,-3.8,0.0,34.2,34.2
Home Decor,1,38.0,-3.8,0.0,34.2,34.2
Easter,1,38.0,-3.8,0.0,34.2,34.2
Home Decor,1,38.0,-3.8,0.0,34.2,34.2
Jewelry,1,34.0,0.0,0.0,34.0,34.0
Basket,1,44.0,-10.0,0.0,34.0,34.0
Kids,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Kids,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0,34.0
Home Decor,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0,34.0
Home Decor,1,34.0,0.0,0.0,34.0,34.0
Accessories,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0,34.0
Kids,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Soapstone,1,34.0,0.0,0.0,34.0,34.0
Kids,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Jewelry,1,34.0,0.0,0.0,34.0,34.0
Art & Sculpture,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Art & Sculpture,1,34.0,0.0,0.0,34.0,34.0
Basket,1,34.0,0.0,0.0,34.0,34.0
Art & Sculpture,2,36.0,-2.1,0.0,33.9,16.95
Furniture,1,45.0,-11.25,0.0,33.75,33.75
Kitchen,3,34.5,-1.05,0.0,33.45,11.15
Art & Sculpture,1,36.0,-3.6,0.0,32.4,32.4
Art & Sculpture,2,36.0,-3.6,0.0,32.4,16.2
Christmas,1,36.0,-3.6,0.0,32.4,32.4
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Kids,2,32.0,0.0,0.0,32.0,16.0
Kids,1,32.0,0.0,0.0,32.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Kids,1,32.0,0.0,0.0,32.0,32.0
Jewelry,2,32.0,0.0,0.0,32.0,16.0
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Soapstone,2,32.0,0.0,0.0,32.0,16.0
Music,1,32.0,0.0,0.0,32.0,32.0
Kitchen,1,32.0,0.0,0.0,32.0,32.0
Kids,1,32.0,0.0,0.0,32.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Jewelry,1,32.0,0.0,0.0,32.0,32.0
Art & Sculpture,1,32.0,0.0,0.0,32.0,32.0
Kids,2,32.0,0.0,0.0,32.0,16.0
Kitchen,1,32.0,0.0,0.0,32.0,32.0
Kitchen,1,32.0,0.0,0.0,32.0,32.0
Soapstone,1,32.0,0.0,0.0,32.0,32.0
Soapstone,2,32.0,0.0,0.0,32.0,16.0
Kitchen,1,31.5,0.0,0.0,31.5,31.5
Kids,2,31.5,0.0,0.0,31.5,15.75
Kids,2,31.5,0.0,0.0,31.5,15.75
Kids,2,31.5,0.0,0.0,31.5,15.75
Art & Sculpture,1,36.0,-5.0,0.0,31.0,31.0
Soapstone,1,34.0,-3.4,0.0,30.6,30.6
Basket,1,34.0,-3.4,0.0,30.6,30.6
Christmas,1,34.0,-3.4,0.0,30.6,30.6
Jewelry,1,34.0,-3.4,0.0,30.6,30.6
Kids,1,34.0,-3.4,0.0,30.6,30.6
Music,2,34.0,-3.4,0.0,30.6,15.3
Kids,1,34.0,-3.41,0.0,30.59,30.59
Home Decor,1,76.0,-7.6,-38.0,30.4,30.4
Jewelry,1,32.0,-1.6,0.0,30.4,30.4
Kids,1,30.0,0.0,0.0,30.0,30.0
Kitchen,2,30.0,0.0,0.0,30.0,15.0
Kids,1,30.0,0.0,0.0,30.0,30.0
Jewelry,1,30.0,0.0,0.0,30.0,30.0
Kids,1,30.0,0.0,0.0,30.0,30.0
Soapstone,2,30.0,0.0,0.0,30.0,15.0
Fair Trade Gifts,1,30.0,0.0,0.0,30.0,30.0
Basket,1,34.0,-5.1,0.0,28.9,28.9
Kitchen,3,31.5,-2.62,0.0,28.88,9.626666666666667
Kitchen,1,32.0,-3.2,0.0,28.8,28.8
Kids,1,32.0,-3.2,0.0,28.8,28.8
Basket,2,34.0,-5.2,0.0,28.8,14.4
Accessories,1,32.0,-3.2,0.0,28.8,28.8
Home Decor,1,32.0,-3.2,0.0,28.8,28.8
Jewelry,1,32.0,-3.2,0.0,28.8,28.8
Basket,1,70.0,-7.2,-34.0,28.8,28.8
Kids,1,32.0,-3.2,0.0,28.8,28.8
Jewelry,1,28.5,0.0,0.0,28.5,28.5
Art & Sculpture,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Soapstone,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Art & Sculpture,1,28.0,0.0,0.0,28.0,28.0
Accessories,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Christmas,1,28.0,0.0,0.0,28.0,28.0
Art & Sculpture,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Art & Sculpture,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Kitchen,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Soapstone,1,28.0,0.0,0.0,28.0,28.0
Soapstone,1,28.0,0.0,0.0,28.0,28.0
Fair Trade Gifts,1,28.0,0.0,0.0,28.0,28.0
Accessories,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,28.0,0.0,0.0,28.0,28.0
Kids,1,28.0,0.0,0.0,28.0,28.0
Basket,1,28.0,0.0,0.0,28.0,28.0
Jewelry,1,68.0,-13.6,-27.2,27.2,27.2
Jewelry,1,34.0,-6.8,0.0,27.2,27.2
Kids,1,32.0,-4.81,0.0,27.19,27.19
Kids,1,30.0,-3.0,0.0,27.0,27.0
Kids,1,30.0,-3.0,0.0,27.0,27.0
,1,24.0,0.0,0.0,24.0,24.0
Jewelry,1,28.0,-1.85,0.0,26.15,26.15
Jewelry,1,26.0,0.0,0.0,26.0,26.0
Art & Sculpture,1,25.6,0.0,0.0,25.6,25.6
Recycled Art,1,28.0,-2.8,0.0,25.2,25.2
Basket,1,56.0,-2.8,-28.0,25.2,25.2
Soapstone,1,28.0,-2.8,0.0,25.2,25.2
Kids,1,28.0,-2.8,0.0,25.2,25.2
Kitchen,1,28.0,-2.8,0.0,25.2,25.2
Jewelry,1,28.0,-2.8,0.0,25.2,25.2
Kitchen,1,28.0,-2.8,0.0,25.2,25.2
Kitchen,1,28.0,-2.8,0.0,25.2,25.2
Basket,1,84.0,-2.8,-56.0,25.2,25.2
Basket,1,28.0,-2.81,0.0,25.19,25.19
Art & Sculpture,2,26.4,-1.32,0.0,25.08,12.54
Fair Trade Gifts,1,25.0,0.0,0.0,25.0,25.0
Recycled Art,1,25.0,0.0,0.0,25.0,25.0
Art & Sculpture,1,24.0,0.0,0.0,24.0,24.0
Jewelry,1,24.0,0.0,0.0,24.0,24.0
Basket,1,24.0,0.0,0.0,24.0,24.0
Soapstone,1,24.0,0.0,0.0,24.0,24.0
Soapstone,1,24.0,0.0,0.0,24.0,24.0
Kitchen,1,24.0,0.0,0.0,24.0,24.0
Fair Trade Gifts,2,24.0,0.0,0.0,24.0,12.0
Jewelry,1,24.0,0.0,0.0,24.0,24.0
Art & Sculpture,1,24.0,0.0,0.0,24.0,24.0
Textiles,1,24.0,0.0,0.0,24.0,24.0
Art & Sculpture,1,24.0,0.0,0.0,24.0,24.0
Kitchen,1,24.0,0.0,0.0,24.0,24.0
Kitchen,1,24.0,0.0,0.0,24.0,24.0
Kids,1,24.0,0.0,0.0,24.0,24.0
Basket,1,24.0,0.0,0.0,24.0,24.0
Art & Sculpture,1,24.0,0.0,0.0,24.0,24.0
Accessories,1,24.0,0.0,0.0,24.0,24.0
Fair Trade Gifts,2,24.0,0.0,0.0,24.0,12.0
Fair Trade Gifts,1,24.0,0.0,0.0,24.0,24.0
Basket,1,28.0,-4.52,0.0,23.48,23.48
Art & Sculpture,1,26.0,-2.59,0.0,23.41,23.41
Art & Sculpture,1,26.0,-2.6,0.0,23.4,23.4
Kitchen,1,24.0,-1.39,0.0,22.61,22.61
Jewelry,1,28.0,-5.6,0.0,22.4,22.4
Jewelry,1,22.0,0.0,0.0,22.0,22.0
Kitchen,1,22.0,0.0,0.0,22.0,22.0
Jewelry,1,22.0,0.0,0.0,22.0,22.0
Kitchen,1,22.0,0.0,0.0,22.0,22.0
Jewelry,1,22.0,0.0,0.0,22.0,22.0
Jewelry,1,22.0,0.0,0.0,22.0,22.0
Music,1,22.0,0.0,0.0,22.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0,22.0
Soapstone,1,22.0,0.0,0.0,22.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0,22.0
Fair Trade Gifts,1,22.0,0.0,0.0,22.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0,22.0
Kitchen,1,22.0,0.0,0.0,22.0,22.0
Christmas,1,22.0,0.0,0.0,22.0,22.0
Art & Sculpture,1,22.0,0.0,0.0,22.0,22.0
Accessories,1,22.0,0.0,0.0,22.0,22.0
Art & Sculpture,1,24.0,-2.4,0.0,21.6,21.6
Home Decor,1,24.0,-2.4,0.0,21.6,21.6
Kids,1,24.0,-2.4,0.0,21.6,21.6
Soapstone,1,24.0,-2.4,0.0,21.6,21.6
Kitchen,2,22.5,-1.05,0.0,21.45,10.725
Recycled Art,1,25.0,-3.75,0.0,21.25,21.25
Fair Trade Gifts,1,25.0,-3.75,0.0,21.25,21.25
Soapstone,1,21.0,0.0,0.0,21.0,21.0
Soapstone,2,20.0,0.0,0.0,20.0,10.0
Jewelry,2,20.0,0.0,0.0,20.0,10.0
Christmas,1,20.0,0.0,0.0,20.0,20.0
Music,1,20.0,0.0,0.0,20.0,20.0
Kitchen,1,22.0,-2.2,0.0,19.8,19.8
Kitchen,1,22.0,-2.2,0.0,19.8,19.8
Jewelry,1,22.0,-2.21,0.0,19.79,19.79
Gift Baskets,1,19.5,0.0,0.0,19.5,19.5
Skin Care,1,18.5,0.0,0.0,18.5,18.5
Skin Care,1,18.5,0.0,0.0,18.5,18.5
Kids,1,18.0,0.0,0.0,18.0,18.0
Kids,1,18.0,0.0,0.0,18.0,18.0
Christmas,1,18.0,0.0,0.0,18.0,18.0
Kids,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Christmas,1,18.0,0.0,0.0,18.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Christmas,1,18.0,0.0,0.0,18.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0,18.0
Christmas,1,18.0,0.0,0.0,18.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0,18.0
Kids,1,18.0,0.0,0.0,18.0,18.0
Christmas,1,18.0,0.0,0.0,18.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0,18.0
Fair Trade Gifts,1,18.0,0.0,0.0,18.0,18.0
Kids,1,18.0,0.0,0.0,18.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0,18.0
Home Decor,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Kids,1,18.0,0.0,0.0,18.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0,18.0
Jewelry,1,18.0,0.0,0.0,18.0,18.0
Art & Sculpture,1,18.0,0.0,0.0,18.0,18.0
Kitchen,1,18.0,0.0,0.0,18.0,18.0
Soapstone,1,18.0,0.0,0.0,18.0,18.0
Skin Care,1,18.5,-1.85,0.0,16.65,16.65
Music,1,16.5,0.0,0.0,16.5,16.5
Kitchen,1,16.5,0.0,0.0,16.5,16.5
Kitchen,1,18.0,-1.8,0.0,16.2,16.2
Soapstone,1,18.0,-1.8,0.0,16.2,16.2
Music,1,18.0,-1.8,0.0,16.2,16.2
Kitchen,1,18.0,-1.8,0.0,16.2,16.2
Music,1,18.0,-1.8,0.0,16.2,16.2
Christmas,1,18.0,-1.81,0.0,16.19,16.19
Kids,1,16.0,0.0,0.0,16.0,16.0
Kitchen,1,16.0,0.0,0.0,16.0,16.0
Kitchen,1,16.0,0.0,0.0,16.0,16.0
Music,1,16.0,0.0,0.0,16.0,16.0
Music,1,32.0,-1.6,-14.4,16.0,16.0
Music,1,16.0,0.0,0.0,16.0,16.0
Kitchen,1,16.0,0.0,0.0,16.0,16.0
Soapstone,1,16.0,0.0,0.0,16.0,16.0
Soapstone,1,18.0,-2.31,0.0,15.69,15.69
Jewelry,1,16.0,-1.6,0.0,14.4,14.4
Art & Sculpture,1,16.0,-1.6,0.0,14.4,14.4
Soapstone,1,18.0,-3.6,0.0,14.4,14.4
Soapstone,1,14.0,0.0,0.0,14.0,14.0
Art & Sculpture,1,14.0,0.0,0.0,14.0,14.0
Soapstone,1,14.0,0.0,0.0,14.0,14.0
Kitchen,1,14.0,0.0,0.0,14.0,14.0
Jewelry,1,14.0,0.0,0.0,14.0,14.0
Soapstone,1,13.5,0.0,0.0,13.5,13.5
Art & Sculpture,1,13.2,0.0,0.0,13.2,13.2
Jewelry,1,12.0,0.0,0.0,12.0,12.0
Soapstone,1,12.0,0.0,0.0,12.0,12.0
Kitchen,1,12.0,0.0,0.0,12.0,12.0
Fair Trade Gifts,1,12.0,0.0,0.0,12.0,12.0
,1,10.5,0.0,0.0,10.5,10.5
Soapstone,0,26.0,0.0,-26.0,0.0,
Basket,0,34.0,0.0,-34.0,0.0,
Basket,0,48.0,0.0,-48.0,0.0,
Textiles,0,1.0,0.0,-1.0,0.0,
Basket,0,195.0,0.0,-195.0,0.0,
Basket,0,28.0,0.0,-28.0,0.0,
Kitchen,0,32.0,-3.21,-28.79,0.0,
Christmas,0,380.0,0.0,-380.0,0.0,
Kitchen,0,28.0,-2.81,-25.19,0.0,
Jewelry,0,28.0,0.0,-28.0,0.0,
Basket,0,116.0,-23.2,-92.8,0.0,
Kitchen,0,16.5,0.0,-16.5,0.0,
Kitchen,-1,0.0,0.0,-106.25,-106.25,106.25
